0, 0.566551
1, 0.733431
2, 0.607828
3, 0.554802
4, 0.934825
5, 0.392691
6, 0.250021
7, 0.724489
8, 0.657715
9, 0.700900
10, 0.161385
11, 0.454556
12, 0.466151
13, 0.746424
14, 0.685369
15, 0.019741
16, 0.126672
17, 0.557677
18, 0.318431
19, 0.441565
20, 0.214986
21, 0.364760
22, 0.709308
23, 0.868510
24, 0.391420
25, 0.915711
26, 0.511808
27, 0.219865
28, 0.536102
29, 0.874213
30, 0.624678
31, 0.996354
32, 0.664778
33, 0.387688
34, 0.494148
35, 0.178802
36, 0.746967
37, 0.687088
38, 0.734258
39, 0.221113
40, 0.019335
41, 0.038049
42, 0.342420
43, 0.720181
44, 0.253500
45, 0.638657
46, 0.300820
47, 0.662035
48, 0.739619
49, 0.732759
50, 0.799355
51, 0.514375
52, 0.986016
53, 0.359586
54, 0.997331
55, 0.500804
56, 0.378542
57, 0.552104
58, 0.939098
59, 0.112906
60, 0.748019
61, 0.494947
62, 0.528951
63, 0.022171
64, 0.183404
65, 0.967251
66, 0.471113
67, 0.846308
68, 0.373064
69, 0.135230
70, 0.369583
71, 0.257323
72, 0.473758
73, 0.301546
74, 0.524509
75, 0.030568
76, 0.641751
77, 0.216447
78, 0.777749
79, 0.053974
80, 0.740341
81, 0.445059
82, 0.007634
83, 0.136588
84, 0.712914
85, 0.328963
86, 0.027783
87, 0.313268
88, 0.145174
89, 0.479286
90, 0.761780
91, 0.573978
92, 0.248499
93, 0.544159
94, 0.335369
95, 0.705630
96, 0.240801
97, 0.368793
98, 0.784629
99, 0.013312
